Source,Relation,Target
CHEMICAL_TRIAL:NCT06235931,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06235931,TARGETS_BIOMARKER,CDK4
CHEMICAL_TRIAL:NCT06235931,HAS_DRUG_CLASS,Kinase inhibitor
CHEMICAL_TRIAL:NCT07021261,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT07021261,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01939418,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01939418,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03920488,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03920488,TARGETS_BIOMARKER,PARP
CHEMICAL_TRIAL:NCT03920488,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04159142,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04159142,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05068141,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05068141,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06498154,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT00938652,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT00938652,TARGETS_BIOMARKER,PARP
CHEMICAL_TRIAL:NCT00938652,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02802423,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02802423,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01891227,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01891227,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01165385,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01165385,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06268327,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06268327,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03932526,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03932526,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02379585,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04762901,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04762901,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04762901,HAS_DRUG_CLASS,PARP inhibitor
CHEMICAL_TRIAL:NCT00630032,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT00630032,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06950671,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06950671,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04297267,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04297267,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06441240,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06441240,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04909554,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04909554,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01074970,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01074970,TARGETS_BIOMARKER,BRCA1
CHEMICAL_TRIAL:NCT01074970,TARGETS_BIOMARKER,PARP
CHEMICAL_TRIAL:NCT01074970,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02012634,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02012634,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04664829,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04664829,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05198843,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05198843,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05300958,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05300958,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04224922,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04224922,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06419621,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06419621,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02679040,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02679040,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03750240,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03750240,TARGETS_BIOMARKER,MYC
CHEMICAL_TRIAL:NCT03750240,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01075100,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01075100,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05333874,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05333874,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02615457,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02615457,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02792114,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02792114,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04138719,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04138719,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04502680,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04502680,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT00789581,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT00789581,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05918133,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01276769,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01276769,TARGETS_BIOMARKER,BRCA1
CHEMICAL_TRIAL:NCT01276769,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT00601159,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT00601159,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05909332,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05909332,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04001569,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04001569,TARGETS_BIOMARKER,PTEN
CHEMICAL_TRIAL:NCT04001569,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04001569,HAS_DRUG_CLASS,Kinase inhibitor
CHEMICAL_TRIAL:NCT04582955,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04582955,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02897050,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02897050,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03076372,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03076372,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02000882,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02000882,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05834582,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05834582,TARGETS_BIOMARKER,PARP
CHEMICAL_TRIAL:NCT05834582,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06931769,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06931769,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06590558,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06590558,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03358004,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03358004,TARGETS_BIOMARKER,BRCA1
CHEMICAL_TRIAL:NCT03358004,TARGETS_BIOMARKER,BRCA2
CHEMICAL_TRIAL:NCT03358004,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03358004,INVOLVES_PATHWAY,DNA repair
CHEMICAL_TRIAL:NCT03554109,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03554109,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06143553,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06143553,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01216111,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01216111,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03057600,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03057600,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02001519,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02001519,TARGETS_BIOMARKER,MYC
CHEMICAL_TRIAL:NCT06355024,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06355024,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03756090,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02041338,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02041338,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03805399,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03805399,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02762981,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02762981,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02422498,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02422498,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04135586,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04135586,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01421472,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01421472,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03055312,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03055312,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03876886,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03876886,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01662128,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01662128,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02688803,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02688803,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02876302,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02876302,TARGETS_BIOMARKER,MYC
CHEMICAL_TRIAL:NCT02876302,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT00603408,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT00603408,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06154109,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06154109,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05636644,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05636644,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04193059,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04193059,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04248998,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04248998,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05555706,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05555706,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05550415,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05550415,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT00022516,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT00022516,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03193853,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02441933,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02441933,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03609671,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03609671,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01928680,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05582499,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05582499,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02370238,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02370238,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05570253,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05570253,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02694224,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02694224,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05020860,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05020860,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06382142,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06382142,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04083963,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04083963,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01617668,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01617668,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03876951,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01738438,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01738438,TARGETS_BIOMARKER,EGFR
CHEMICAL_TRIAL:NCT01738438,TARGETS_BIOMARKER,VEGF
CHEMICAL_TRIAL:NCT01738438,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06833502,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06833502,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01618136,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01618136,TARGETS_BIOMARKER,PARP
CHEMICAL_TRIAL:NCT01618136,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03671044,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03671044,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02595372,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02595372,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03002103,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03002103,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04365803,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04365803,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02950259,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02950259,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03444025,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03444025,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05089643,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05089643,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03580395,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03580395,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01525966,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01525966,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06309290,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06309290,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05949021,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05949021,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT00540358,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT00540358,TARGETS_BIOMARKER,PARP
CHEMICAL_TRIAL:NCT00540358,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05420454,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05420454,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02124902,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02124902,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01642771,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01642771,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01333423,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01333423,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04395989,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04395989,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01606982,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01606982,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06782698,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06782698,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03872388,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03872388,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06476119,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06476119,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02353988,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02353988,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03301350,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03301350,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03601897,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03601897,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05227664,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05227664,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06220214,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06220214,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02834403,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02834403,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04993625,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04993625,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01528826,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02993094,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02993094,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05336721,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05336721,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02521363,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02521363,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05314114,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05314114,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06190600,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06190600,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01674842,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01674842,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01091454,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01091454,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05862610,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05862610,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04192903,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01204125,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01204125,TARGETS_BIOMARKER,PARP
CHEMICAL_TRIAL:NCT01204125,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01155453,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01155453,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01155453,HAS_DRUG_CLASS,Kinase inhibitor
CHEMICAL_TRIAL:NCT01147016,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01147016,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01289353,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01289353,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01150513,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01150513,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02284581,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02284581,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03539965,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03539965,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01045304,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01045304,TARGETS_BIOMARKER,PARP
CHEMICAL_TRIAL:NCT01045304,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05169853,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05169853,TARGETS_BIOMARKER,PD-L1
CHEMICAL_TRIAL:NCT05169853,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06355037,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06355037,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04947189,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04947189,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06085274,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06085274,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03654547,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03654547,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01929941,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01929941,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03709446,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03709446,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02788981,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02788981,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01876251,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01876251,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03383679,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03383679,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04549584,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04549584,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06008275,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04405505,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04405505,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05466760,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05466760,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02315196,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02315196,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT00516724,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT00516724,TARGETS_BIOMARKER,PARP
CHEMICAL_TRIAL:NCT00516724,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01920061,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01920061,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01920061,HAS_DRUG_CLASS,Kinase inhibitor
CHEMICAL_TRIAL:NCT02850302,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02850302,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT00674206,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03717415,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03717415,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03650738,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03650738,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT05495295,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT05495295,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT02833766,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT02833766,TARGETS_BIOMARKER,EGFR
CHEMICAL_TRIAL:NCT02833766,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT06744465,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT06744465,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01287624,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01287624,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03911453,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03911453,TARGETS_BIOMARKER,PD-L1
CHEMICAL_TRIAL:NCT03911453,TARGETS_BIOMARKER,PARP
CHEMICAL_TRIAL:NCT03911453,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01232062,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01232062,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT03812393,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT03812393,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT04706962,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT04706962,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01167192,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01167192,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01167192,HAS_DRUG_CLASS,Hormonal therapy
CHEMICAL_TRIAL:NCT01930292,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01930292,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT01445418,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT01445418,TARGETS_BIOMARKER,BRCA1
CHEMICAL_TRIAL:NCT01445418,TARGETS_BIOMARKER,BRCA2
CHEMICAL_TRIAL:NCT01445418,TARGETS_BIOMARKER,PARP
CHEMICAL_TRIAL:NCT01445418,TARGETS_BIOMARKER,AR
CHEMICAL_TRIAL:NCT00912444,USES_DRUG_TYPE,OTHER
CHEMICAL_TRIAL:NCT00912444,TARGETS_BIOMARKER,AR
